version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
58723f6ad6a2205a81678b2318047c2e346d32f1,0.028293,0.501584,0.501579,4.081728,1.563380
a186db41c5e58561cf2c744ef20447f2c80f4813,0.041112,0.501584,0.501579,4.081728,1.563380
feee36d8c770e5b81f8df5266b990b8e88c58afb,0.005838,0.501584,0.501579,4.081728,1.563380
07c56d7cd2ddfe71e7a4399d74fc367d6000d854,0.006901,0.501584,0.501579,4.081728,1.563380
f7e002345fb0470f7168e24174c062a47e599d50,0.037986,0.501584,0.501579,4.081728,1.563380
c770e2f351929154f059674b9b52fa83e865f1c7,0.039205,0.501584,0.501579,4.081728,1.563380
b69fb645153219f6ddff65cc26356aba295e436d,0.060647,0.501584,0.501579,4.081728,1.563380
74b2382ebe67e6db107d7b7fc6b4c90416e2cf70,0.023311,0.501584,0.501579,4.081728,1.563380
f973c279f662fd62ef15ba86d0018d1670d56ff3,0.038330,0.501584,0.501579,4.081728,1.563380
f973c279f662fd62ef15ba86d0018d1670d56ff3,0.074580,0.501584,0.501579,4.081728,1.563380
a9e6d5ccb56d9fae061aa3688e3f9ac43bf86c4a,0.059474,0.501584,0.501579,4.081728,1.563380
a9e6d5ccb56d9fae061aa3688e3f9ac43bf86c4a,0.005348,0.501584,0.501579,4.081728,1.563380
19beac87ff508c95bfbc06a53c0243899b2cfc33,0.005151,0.501584,0.501579,4.081728,1.563380
53a9b64c96ef1e52779b1226a88e934508eaaff7,0.070675,0.501584,0.501579,4.081728,1.563380
e52e24706f367c1dfbb67abf4f6ccff300f6e8f1,0.045676,0.501584,0.501579,4.081728,1.563380
10c690fd8ec2923001250b64e4d73abede32a60a,0.005666,0.501584,0.501579,4.081728,1.563380
4d73592093ccedcce7decc3e3e1ccf509fb3b65b,0.005265,0.501584,0.501579,4.081728,1.563380
3fbd098324595da0f0e84c08427c3de6d57ed8b5,0.026529,0.501584,0.501579,4.081728,1.563380
d4988334865dff26120f5f5252bef00eb6168b80,0.135560,0.501584,0.501579,4.081728,1.563380
4ec84f138822063278261f3c542c35d2a25d9cd8,0.035791,0.501584,0.501579,4.081728,1.563380
ed169d9eff35964de040ffabbf84f8aa4eb24593,0.047468,0.501584,0.501579,4.081728,1.563380
7a595b85b4e59aff7baf572bde21680c3af6b32c,0.005703,0.501584,0.501579,4.081728,1.563380
d0feab0680891ff06fdc379c8ec76ee7f4290d66,0.120534,0.501584,0.501579,4.081728,1.563380
bd5671eb9fdcce1d6a2916de477f4d8cdf5055c8,0.074178,0.501584,0.501579,4.081728,1.563380
2a8db77373a7d6ea138bd1ee7044db2073b17d2c,0.027921,0.501584,0.501579,4.081728,1.563380
d2341b58c45c1e06cbbccd88a30122627c5d3139,0.105644,0.501584,0.501579,4.081728,1.563380
a27c0db712cfe9d8111d8b7a6d8a285715619a01,0.021445,0.501584,0.501579,4.081728,1.563380
6009c05f91c6eef37a0d352a3fcc43f31eaaeba3,0.005713,0.501584,0.501579,4.081728,1.563380
10d4cab765894b170d7d694236c651b50ba7ada6,0.007495,0.501584,0.501579,4.081728,1.563380
c83adb50ccf0139b3bf2ca105a3b9240754dedea,0.026193,0.501584,0.501579,4.081728,1.563380
22ba8441dbc4a7bc3483696c646eea41a54598c4,0.042851,0.501584,0.501579,4.081728,1.563380
1a030f05b022fd22591b7d5a7993aa49920faf28,0.034446,0.501584,0.501579,4.081728,1.563380
8c41be39e1fb775fd81ff33b71a8cfad9c6848cc,0.053742,0.501584,0.501579,4.081728,1.563380
83a91519b50bdeada444cc2080909e3a869d50f2,0.006749,0.501584,0.501579,4.081728,1.563380
cc22dc8b9ae46383c1b0153d55b070cda6887a45,0.006109,0.501584,0.501579,4.081728,1.563380
e3dd35fa11eea6749e8dbada03b6d11137a3c1a4,0.032539,0.501584,0.501579,4.081728,1.563380
ceb78a7b6f97424e378757274b7227cf0f16fb0a,0.005567,0.501584,0.501579,4.081728,1.563380
94404fddeafae9c3d2785d190bbc789ce7871502,0.006052,0.501584,0.501579,4.081728,1.563380
c050d28d9481c1ed1dab06052736e2f1532b10dd,0.074705,0.501584,0.501579,4.081728,1.563380
906290e57ea8167041420a522e5d3e629d38ff1e,0.006227,0.501584,0.501579,4.081728,1.563380
c1ffb1950fbb41bdd795915ced57408fbd8662c1,0.026205,0.501584,0.501579,4.081728,1.563380
d37cead3e2bf5663c2d81f6df367cbaf35535b0b,0.006099,0.501584,0.501579,4.081728,1.563380
6f8b2a5ced1a54fb0900060600608fdf64664689,0.019193,0.501584,0.501579,4.081728,1.563380
bf1aac67f4eb07c860ff0d00ae1a5447f185b8f2,0.038191,0.501584,0.501579,4.081728,1.563380
5f06795d66c63552fbe7c34e047e87eb551b502a,0.042140,0.501584,0.501579,4.081728,1.563380
0c2a87ffa1aeb57319d50f3ba7b6c52d1acb1e8f,0.049028,0.501584,0.501579,4.081728,1.563380
72e3054c492c2a84ab34cdc6c4b8c74cd76c9222,0.086628,0.501584,0.501579,4.081728,1.563380
add5689c994e42ab0bdce2fc0fcbe334669a20ae,0.031172,0.501584,0.501579,4.081728,1.563380
d7b2f9289f3b1ca046cc3c839f39f6b6ae0c925f,0.014732,0.501584,0.501579,4.081728,1.563380
e27c1990a890037b7311fed71559d929677ef4b9,0.042201,0.501584,0.501579,4.081728,1.563380
ecb706a32d5399c977e30d7d0581eb639c70c3ce,0.023898,0.501584,0.501579,4.081728,1.563380
9c66bb79c87d141f805703757c82b8863aa53e3a,0.053734,0.501584,0.501579,4.081728,1.563380
f10cb47ad4fb04fbc7d183dcef5860452c9419d7,0.048869,0.501584,0.501579,4.081728,1.563380
d3a0aaa7a988e08af2286e3dedd6eef9f0d1fc0b,0.044032,0.501584,0.501579,4.081728,1.563380
39b3d41ca690e6b04789d69439f7ca452d286c5c,0.038237,0.501584,0.501579,4.081728,1.563380
04bedd87b7a9040536e350989978708f1854e43d,0.069690,0.501584,0.501579,4.081728,1.563380
da336ac5e2abe557ab186071b2bfb3991214c8cb,0.107522,0.501584,0.501579,4.081728,1.563380
68bfc9024d21683e3a415d4d6b2809e0bd9b5f0e,0.017154,0.501584,0.501579,4.081728,1.563380
5e0dd46047e518757bb2994f55d759a4b7fdb5c3,0.007576,0.501584,0.501579,4.081728,1.563380
4461aaee256dc294b2fc2071ec3e6109673d9894,0.008338,0.501584,0.501579,4.081728,1.563380
4ff7970853c3a0955c93a560d99446937e16b853,0.014017,0.501584,0.501579,4.081728,1.563380
6f3d7aa3d5b51b13df93d633a26336b1b4fdfd85,0.006097,0.501584,0.501579,4.081728,1.563380
fa5a69801b1e70703ce910f982644d154ec56d6d,0.004249,0.501584,0.501579,4.081728,1.563380
76372610b33fa930f54cf87f9fef544a971f9f96,0.028688,0.501584,0.501579,4.081728,1.563380
1a57dab3d1190d082b5d6530e38b32f2e6b81325,0.028030,0.501584,0.501579,4.081728,1.563380
1024662777141f20dc58d82c707379bf272c8fae,0.005823,0.501584,0.501579,4.081728,1.563380
f0e8abef33893329c1313450dca75bd4fe85cf10,0.054728,0.501584,0.501579,4.081728,1.563380
7fb10b9be5cd8a5b905e180cc1cd759da43af19a,0.005583,0.501584,0.501579,4.081728,1.563380
b0ac1fc79a444a8ff43c0b564647ecde3f3fe8ee,0.111640,0.501584,0.501579,4.081728,1.563380
b0e6681324b1f502c1ec3cd49c0b3d55d6484457,0.005675,0.501584,0.501579,4.081728,1.563380
8cc7c96ad0f4c7d95390e9c9c576fe110a01c711,0.096472,0.501584,0.501579,4.081728,1.563380
743035f7f09b31a6b4a95dc54274e9c5cf489404,0.006970,0.501584,0.501579,4.081728,1.563380
57aea367c96f7da36272931021075fc6329bb927,0.012663,0.501584,0.501579,4.081728,1.563380
1ffa66ca3f59334d88e7d624cc41c6bf9ab49bf1,0.005470,0.501584,0.501579,4.081728,1.563380
19ea4209ea5d5081579ad7466d6fbf977faf553f,0.009471,0.501584,0.501579,4.081728,1.563380
9ddaac33bbb3c2c26055c4488a8600d6e495e61f,0.017709,0.501584,0.501579,4.081728,1.563380
fd117f1e51fa7cbe2818ce76f8dc85d81b3b2a9a,0.086898,0.501584,0.501579,4.081728,1.563380
8df28b047e991a20842fe515b0baf2de78504c0c,0.028190,0.501584,0.501579,4.081728,1.563380
79a79b27cab8cd6febf9e6fd14c2bcec179c23bb,0.005593,0.501584,0.501579,4.081728,1.563380
88ea77e72ed8251c338134675bde9f781a93c1bc,0.015696,0.501584,0.501579,4.081728,1.563380
ac23a7d3f38c3b420f91ffe43d66dbcaaf5827ca,0.018480,0.501584,0.501579,4.081728,1.563380
e4b215f29792cdeca2fb043e5f49875dac1d9357,0.024935,0.501584,0.501579,4.081728,1.563380
18352da31f349f2667856423f200276a58677265,0.004701,0.501584,0.501579,4.081728,1.563380
47b1ba0d0ecc2aac1fea96c8ac952379c9cf216c,0.005810,0.501584,0.501579,4.081728,1.563380
36e080a339fd0683965ea9ea79cf7569650a942a,0.004985,0.501584,0.501579,4.081728,1.563380
d4bed814d98132d60298b6e1a71d1433f1e02a11,0.074382,0.501584,0.501579,4.081728,1.563380
578034eccd593af21218cb851620aa543e0a18c2,0.005853,0.501584,0.501579,4.081728,1.563380
c75dd39fba6e9e9b9c868fde724b6c1cdb095f90,0.014002,0.501584,0.501579,4.081728,1.563380
d5ce8dced05b3fd13ac38c8db05f111bcc8405db,0.006449,0.501584,0.501579,4.081728,1.563380
4f1bc46fc1760d80cec5cf78908d3a9c777f07c1,0.006238,0.501584,0.501579,4.081728,1.563380
9da34688c4b34827d70f785d6ef823a1b8dad775,0.020587,0.501584,0.501579,4.081728,1.563380
80930b1a4157cee7e97c50b53f7bcf7d0e3afa81,0.014921,0.501584,0.501579,4.081728,1.563380
2904265faa4396fb973c63f22b424a57b42d6dad,0.037314,0.501584,0.501579,4.081728,1.563380
03bf1251b50ee139026c61859dc3d5710d6341c2,0.054497,0.501584,0.501579,4.081728,1.563380
c59af393374a2cf39544beea57d8be175746dc28,0.005748,0.501584,0.501579,4.081728,1.563380
7aa26a8e23521a9f83956fa037b4fb12f59602cf,0.052056,0.501584,0.501579,4.081728,1.563380
0a319df32948c7e4d8182c22eb1b9567ae7c4eb7,0.005893,0.501584,0.501579,4.081728,1.563380
49e939116853137bee8e50333db39ad8187ee05b,0.051036,0.501584,0.501579,4.081728,1.563380
c33197d7ecdd5cb67dd44029264d9ddf74f82ad6,0.020930,0.501584,0.501579,4.081728,1.563380
a23928a46cde9d9aac0c2968ae89358c6ef5e9cc,0.022739,0.501584,0.501579,4.081728,1.563380
6ecfbfe0f2efeca426524f2abf2e8e2a0d39a670,0.005771,0.501584,0.501579,4.081728,1.563380
eff42b978267b7bf8dca4cb1f3fd59395bf414b2,0.043862,0.501584,0.501579,4.081728,1.563380
da0e34ba88c24a946d4ad9501b5957bf2298a32e,0.046933,0.501584,0.501579,4.081728,1.563380
a1448fbe30fa725555340e28d9b88d3837da00cd,0.006013,0.501584,0.501579,4.081728,1.563380
97305ea2308385cb16cd453d1ea0751054dc69ad,0.019637,0.501584,0.501579,4.081728,1.563380
b2d34353fa7c3a2d9af597987a46814daa61233e,0.028333,0.501584,0.501579,4.081728,1.563380
