init,time,inertia,homo,compl,v-meas,ARI,silhouette
kmeans_k-means++,6.446665,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
kmeans_random,5.169802,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
init,time,inertia,homo,compl,v-meas,ARI,silhouette
kmeans_k-means++,2.214476,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
kmeans_random,2.986899,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
