version,time,inertia,homo,compl,v-meas,ARI,silhouette
76a95a3a61292fb81d1a66e1ba5ce9868ba7966a,3.210336,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
3cfe32c39886fd0465245d3e8268c70333e4e480,5.000235,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
40f7ba34bd2c34692130716544e6a8a4e461ad94,3.884296,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
61eb1edd15bb8e2bac34a6702810842dfe42de60,3.871771,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
170af3f74910c72e89982c4b80531c6392e860de,3.613344,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
21175e3629cc0c894efa10e729ae79597f4c206e,3.337859,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
ea513788112c76241a7ed500db9940b53792f035,4.049192,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
09940a99a6a94207c251c00f38b5d183aab5358e,3.141665,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
cbb435559d93e55513bd52dffdbc89a8bc0519f7,1.158914,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
4820ae7adc6c3b4c1cb87884ac63a8190c26d090,3.913655,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
c953f1c99b3df293d8810eaaacc272e04773ea40,3.854267,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
d086bb24c844bc77e2e47d01edc869e97981508e,4.380225,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
317df23fd802fe9640dd35aeba897a834526a2dc,2.310814,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
5f86e570d8c7d51154d24828cac8f3a79ac68fab,2.781326,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
8d8e02076d8f06b239eccaadf3fbd4cba00e866a,3.527446,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
9b3abd2ee0c1112e454676417af395229f1fe5aa,3.143258,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
4463a831b3d02a1bfb91a26f2d225a5fa8c42e4e,4.966479,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
06fffc7234af042d79878a65ceee8288cb5f6386,3.713802,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
40379010cb75daa4294eaac27fa627eb47296656,4.165311,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
a3bc7eafcfac13f8037a1453762c59eeef75b094,2.626864,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
a2a2209ebf6551d61bedb7495d137cd3c847ebbb,3.800718,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
31524830274af245c412be650c371a7878427f04,3.097220,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
a8e76cc1338b83ec64395b310546372ef15a3012,2.799328,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
3e63ed554970edb317e210d08b60f276cbdfcea2,2.588705,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
a084f38160618cfb8009e6b25eeb8d566e66dbcc,2.666946,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
4b00058df09225a53929c081c74256d9660eb3b4,2.053212,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
1721c048e47422487a5445ff16270d0e067276ee,3.547307,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
0c7a5c3a3838bff5aa86ae7e0f34651d1e52586b,2.660225,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
1f710cf17f4c9132e633edfaa271fff3ce938cca,2.501519,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
36eb56d65766a61a1ee3076436af117cf1773a3b,2.975279,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
0bb99fb92dbb01f581898871e1a9a8cd2e888fad,0.748595,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
d9caa908b81986500b7559251139c1a3dd8b869d,2.729450,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
69c7ed532368cc9dfcd96f14e807ed64a58045f2,3.345043,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
827731e4503d6e1b0dca0ccc7396154fb49370bb,2.645209,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
15ea0416410d30e7388379bfa6dde7968aa3aeb5,2.487786,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
1dab34167e10bda286e2c10a5725e08b810496a6,3.548287,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
642dc8faa0c2338c89116efad048eb2c59e4959d,2.916325,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
6c4ecf3fb86d15810ed3a7c93ae91bde8119d346,2.870177,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
b4e11f3ebe1237e855ceafa15ccfaf531a17a3b7,3.943919,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
c07f9574c902b68744434d7b43f7394e0801d64e,1.320028,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
898ab690efa5e13f7dc76743cfd8edd28e94ee8c,3.521653,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
5ea578a19c177e7b6ccb4d4193bf33342fe261b6,1.867208,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
1f9f96577927c59fd8ae0f5ae57795e9117f0a79,3.135366,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
e76eec53b2d423229a61a8c33908ed8081e96a17,2.668702,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
7c53b1ec87f20b081235934bca872d0d5cf34de2,2.067834,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
bbb60337c26403b946fb41ca3ecd804ccd916855,3.361194,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
adc953323cbb41b90f3aa695ca5d6bc676f9bc26,3.295852,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
123c0f8c11fe273295b5f304c094e96a986c6f0e,3.610638,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
5b806ea408c975965be2cbe7cbbcdea2a660486a,2.805444,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
5c7ea3641181405599a12620cb9248512419aad6,2.594720,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
f0a054b5ecc788d949248e6feac93bc9f9507200,2.371711,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
dd6103e8ef032a30e3435d23bcc6b6fc979b333e,2.528921,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
a7a64316278775cf00536abea03e90678d7068fe,2.731513,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
7e65409bf2aca3d65eca3962f2471e7f38c32fce,2.683802,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
323a4235539c96fa7cdee3c0580ee52f5f989e6c,3.473035,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
1bb6e272df3bc7cae9db453f30546ec8c4061199,2.089909,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
05adf81e7c4c241ef4529890761ca0312d50e393,3.179099,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
3594e47e79c2a4ec77305411a50b8e6e9fbbde78,3.073712,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
15bee0f5820d5fc5d00e0c030c84736bfdc97779,3.421759,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
5c9df2cefc714bfcf6a665a30d0ca676e1d1520b,1.770381,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
749b13e83e5792331b87f60f9dfc51f9e9342d94,3.222076,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
3498fb542ceaafc47666a3f5293c50ee00235601,3.152802,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
83ea3b3496ae18fb3754b6256e5a5ed2cae7076a,3.410719,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
f59fcb5196295dbb7487f171efc0c4b52dc75aeb,3.090396,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
62a5aae7612f239d68b1d932b2b2015693fb0e20,2.518432,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
bef60efabc73fd26235f6b733a1fa4085707479e,2.965724,71087.671764,0.600786,0.678878,0.637450,0.468218,0.120657
