init,time,accuracy,precision,recall,fscore
svc,0.325809,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.107730,0.944444,0.962166,0.944444,0.948446
nu_svc,1.288109,0.932660,0.935737,0.932660,0.932959
lin_svc,0.349912,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.450857,0.942761,0.945108,0.942761,0.942691
knn-auto,0.217417,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.149197,0.969697,0.971286,0.969697,0.969738
knn-brute,0.074173,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.217473,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.335659,0.974747,0.975109,0.974747,0.974843
bernoullinb,0.005824,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.058528,0.794613,0.841574,0.794613,0.797305
randfc,0.054667,0.934343,0.936773,0.934343,0.934173
dt_classification,0.052627,0.831650,0.834420,0.831650,0.832124
logreg,0.436315,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.032647,0.936027,0.937742,0.936027,0.936450
passiveac,0.031193,0.936027,0.937742,0.936027,0.936450
