init,time,accuracy,precision,recall,fscore
svc,0.410557,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.028200,0.944444,0.962166,0.944444,0.948446
nu_svc,1.283780,0.932660,0.935737,0.932660,0.932959
lin_svc,0.407878,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.412604,0.942761,0.945108,0.942761,0.942691
knn-auto,0.286335,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.152759,0.969697,0.971286,0.969697,0.969738
knn-brute,0.170138,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.217760,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.873870,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.029161,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.010786,0.794613,0.841574,0.794613,0.797305
randfc,0.076967,0.936027,0.937720,0.936027,0.935677
dt_classification,0.064550,0.831650,0.834547,0.831650,0.832122
logreg,0.442731,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.017240,0.936027,0.937742,0.936027,0.936450
passiveac,0.017259,0.936027,0.937742,0.936027,0.936450
