init,time,accuracy,precision,recall,fscore
svc,0.413162,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.134126,0.944444,0.962166,0.944444,0.948446
nu_svc,1.515900,0.932660,0.935737,0.932660,0.932959
lin_svc,0.419531,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.552801,0.942761,0.945108,0.942761,0.942691
knn-auto,0.157275,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.161714,0.969697,0.971286,0.969697,0.969738
knn-brute,0.242365,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.464830,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,2.886635,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.004890,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.009426,0.794613,0.841574,0.794613,0.797305
logreg,0.514958,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.060538,0.934343,0.936444,0.934343,0.934802
passiveac,0.054109,0.934343,0.936444,0.934343,0.934802
init,time,accuracy,precision,recall,fscore
svc,0.390641,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.038882,0.944444,0.962166,0.944444,0.948446
nu_svc,1.503075,0.932660,0.935737,0.932660,0.932959
lin_svc,0.531433,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.544140,0.942761,0.945108,0.942761,0.942691
knn-auto,0.181428,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.173221,0.969697,0.971286,0.969697,0.969738
knn-brute,0.298606,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.432535,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.914012,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.006380,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.010957,0.794613,0.841574,0.794613,0.797305
logreg,0.401474,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.027808,0.934343,0.936444,0.934343,0.934802
passiveac,0.027765,0.934343,0.936444,0.934343,0.934802
