init,time,accuracy,precision,recall,fscore
svc,0.462356,0.974747,0.975428,0.974747,0.974953
rbf_svc,2.859909,0.077441,0.005997,0.077441,0.011132
lin_svc,0.447074,0.942761,0.945108,0.942761,0.942691
gnb,0.010258,0.090909,0.008264,0.090909,0.015152
