version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
f0ab589f1541b1ca4570177d93fd7979613497e3,0.003351,0.186152,0.184462,6.678706,2.235132
ed5e127b2460b94dbf3398d97990cb54f188d360,0.004054,0.186152,0.184462,6.678706,2.235132
622c2d3e6e6c967c0a89195087f7841d4c52ea10,0.003380,0.186152,0.184462,6.678706,2.235132
780f8cb5caf25973c0412295ba683e4bde16a312,0.004150,0.186152,0.184462,6.678706,2.235132
8adc4aa1b436ce0ec8c9fbfc2a8173e2598c1049,0.004054,0.186152,0.184462,6.678706,2.235132
8c439fbe8c340389d7f9d99884180b2e7b21a79f,0.004305,0.186152,0.184462,6.678706,2.235132
741c6388298ab9abbd720c33e44a0f6a8f2e04b7,0.006589,0.186152,0.184462,6.678706,2.235132
baa18eea47ae013c1b34fdea08e3806f0b71d9ea,0.004022,0.186152,0.184462,6.678706,2.235132
1d3bf7341abb6f4309130555bd24d566c85d42bd,0.003543,0.186152,0.184462,6.678706,2.235132
7c3944f59338ffd4a49d9aeb658695001dfa1da9,0.004029,0.186152,0.184462,6.678706,2.235132
2c298d0342eab3b6aa32228966be23bfd7764ecb,0.021578,0.186152,0.184462,6.678706,2.235132
0289da40c1ff00e8dc812c80373f975cfc42f34a,0.027628,0.186152,0.184462,6.678706,2.235132
654bddda54739ce96841d793cb17cc390d9dc51a,0.004276,0.186152,0.184462,6.678706,2.235132
8a391bea9f635c311bfaff956b111b0ebd90908d,0.017924,0.186152,0.184462,6.678706,2.235132
889e2d4024266331a0f34d12ff6c422e9e205f69,0.030948,0.186152,0.184462,6.678706,2.235132
a5d6144587795c48d44002c494a3e9ce4985f6ce,0.033529,0.186152,0.184462,6.678706,2.235132
bc3c3db777cf38328a17525b3951676cd283f6cf,0.049618,0.186152,0.184462,6.678706,2.235132
1d16ec4718f5dfeaca4db0dcff0d60efc071efe8,0.020024,0.186152,0.184462,6.678706,2.235132
299c2751caf9f7b34ab6cbc352b5c6b3357129a9,0.012532,0.186152,0.184462,6.678706,2.235132
253e3870fa329da2e7ed16477abe7ada41033117,0.049766,0.186152,0.184462,6.678706,2.235132
04ca448a4c92600d08522e9292b3a076c56259f9,0.044739,0.186152,0.184462,6.678706,2.235132
b76711727586a51aadc335aad378f4c52873cdb8,0.031281,0.186152,0.184462,6.678706,2.235132
ae8db69b4a9aa987a7d617e9a010446af4f4e747,0.017697,0.186152,0.184462,6.678706,2.235132
e5f71e7f5e0ff789fed7bdea475223b8ff6a5576,0.023893,0.186152,0.184462,6.678706,2.235132
6f6ec7fb00c6bc464203452b2cb5be671885459d,0.050091,0.186152,0.184462,6.678706,2.235132
53390499a178e2767197fa9377aeb514b0d7f32e,0.013049,0.186152,0.184462,6.678706,2.235132
edb344a0619421ed41cc420009789281f80b12cf,0.010596,0.186152,0.184462,6.678706,2.235132
de5bc4a8aa1a1d8443d3ee27f0ba4e2ae0485a84,0.004874,0.186152,0.184462,6.678706,2.235132
34f9367bbf6122b2aca4bce27bbbcb80265ee1d4,0.010534,0.186152,0.184462,6.678706,2.235132
58d2e29a3f8bc3c5baa2ed8b8e05a9674ee3edcd,0.041306,0.186152,0.184462,6.678706,2.235132
886166e050d72fa3f01a48fc889c3a5d451c7592,0.021382,0.186152,0.184462,6.678706,2.235132
c02497896d1f79a74ae9154c14b680f6af8c03c6,0.033429,0.186152,0.184462,6.678706,2.235132
6c3b68d2b77ac7479fca763a81e2eaeba95b1a07,0.032353,0.186152,0.184462,6.678706,2.235132
219fe1045ccef41ce20d9eca3bf1256a9d130748,0.030184,0.186152,0.184462,6.678706,2.235132
95d91c91e56a899aa6775819e20b1e4d4f610d70,0.014356,0.186152,0.184462,6.678706,2.235132
7c35640d087bee91d35c0f5231df9d1e8cbc96f5,0.004278,0.186152,0.184462,6.678706,2.235132
de3a527905ddd2f7aad99069123b0c79b13dee16,0.012540,0.186152,0.184462,6.678706,2.235132
f084cb825e3d7660ec89c2d8b07dad5e2bff9f06,0.004722,0.186152,0.184462,6.678706,2.235132
8192ceaa365833caae987fb12d3e1653b1dfd74d,0.010217,0.186152,0.184462,6.678706,2.235132
77665e3c319a2e8887424a5872f1aac9eb844319,0.050358,0.186152,0.184462,6.678706,2.235132
53bc02a3f375cb5ea234e9ba5e4f9c03ccce7c2b,0.027106,0.186152,0.184462,6.678706,2.235132
cdca3cfdef5e52a375a3cbfe0bfaf9177446667a,0.039249,0.186152,0.184462,6.678706,2.235132
7d574ad3a1ae8c8344121d9539acd2d7c0088ee6,0.008663,0.186152,0.184462,6.678706,2.235132
41d0f1f3f73752bbd9985ba7575d07bb7a22cad2,0.010053,0.186152,0.184462,6.678706,2.235132
7af49dfeedd0382341e414288f881f11a6e756d3,0.071376,0.186152,0.184462,6.678706,2.235132
213a24c782da9909a4078442daf13dff81bc9444,0.018614,0.186152,0.184462,6.678706,2.235132
bc85b78b12e4d8acb54cd2a7d045d69ce1414068,0.018257,0.186152,0.184462,6.678706,2.235132
b4adafe6b22b5a5ffa390d3366c6913bf4df1966,0.031753,0.186152,0.184462,6.678706,2.235132
b4adafe6b22b5a5ffa390d3366c6913bf4df1966,0.009753,0.186152,0.184462,6.678706,2.235132
c6037e7ed1dfc233e862f7da0ff80d2e61aa3cea,0.035373,0.186152,0.184462,6.678706,2.235132
f2e35411faa48829757c683d411ac503e7762d84,0.019814,0.186152,0.184462,6.678706,2.235132
d3a8f85c552d251a9cec9629da67447a3c195dcc,0.009982,0.186152,0.184462,6.678706,2.235132
2249daaea8ea86b3af22e2624eb7667ea639719d,0.008992,0.186152,0.184462,6.678706,2.235132
468b4c15b3e88342847be20a83c4abc7b27473af,0.042098,0.186152,0.184462,6.678706,2.235132
36acda27b5bd755a3efc62064adb99350013c23b,0.020246,0.186152,0.184462,6.678706,2.235132
2f2adccfae52d62ed2aa30f415c202186585b8e1,0.027777,0.186152,0.184462,6.678706,2.235132
22fc441f6d316bf3011cd1d1c9fbd9063b89a3ee,0.017763,0.186152,0.184462,6.678706,2.235132
c55dc89902b104ba867af6e251841f045883624b,0.018142,0.186152,0.184462,6.678706,2.235132
f9b92cb56c62dc93d6e379daade8c52942ad1b25,0.034394,0.186152,0.184462,6.678706,2.235132
550b2285b7ebac5b161d23179430f05975f7db2e,0.043507,0.186152,0.184462,6.678706,2.235132
e2eba1ffbcb129c9b9819f52f6711371ed8b3445,0.005232,0.186152,0.184462,6.678706,2.235132
61df16e0e9ca48fc55663c23a500752b543ce225,0.004600,0.186152,0.184462,6.678706,2.235132
0188e68eca6e045d44f2915fa7a2021f45519ce6,0.007353,0.186152,0.184462,6.678706,2.235132
f7e886a88518df1a1089131daa2dbe74983f96e9,0.029530,0.186152,0.184462,6.678706,2.235132
3ab249e5ec86e95a295b638fe02b797f10d3e2b0,0.017420,0.186152,0.184462,6.678706,2.235132
b9fdeb056d99aeb185bdfe52b83608dfd442f2ac,0.051461,0.186152,0.184462,6.678706,2.235132
149aade763b5afd989f1245c323fd3ee52b1271a,0.044226,0.186152,0.184462,6.678706,2.235132
1f650db6dc06a2aac24833fd1da0ac62b4875ead,0.012620,0.186152,0.184462,6.678706,2.235132
13cc60a58ded7f28dec4c1ff983a8e512786fbd2,0.032283,0.186152,0.184462,6.678706,2.235132
4bd1286328eae3d93c1f40dbc850a383861f53e9,0.009149,0.186152,0.184462,6.678706,2.235132
866c9373e88453e9fd93ca25eb9b247532d8706f,0.010328,0.186152,0.184462,6.678706,2.235132
776e53b127837145ef01886bfad117089a30726a,0.009861,0.186152,0.184462,6.678706,2.235132
ca88f9191d7f2011516aefcee4defdd6db07b604,0.017114,0.186152,0.184462,6.678706,2.235132
89f8a514c38a9ff95c59779fac9667d3f2755119,0.043447,0.186152,0.184462,6.678706,2.235132
2a98fc6ee99ecfe971d77c67a8a12ad6b7f720e2,0.011372,0.186152,0.184462,6.678706,2.235132
