init,time,accuracy,precision,recall,fscore
svc,0.397784,0.974747,0.975428,0.974747,0.974953
rbf_svc,1.975649,0.077441,0.005997,0.077441,0.011132
nu_svc,1.324825,0.932660,0.935737,0.932660,0.932959
lin_svc,0.369725,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.345359,0.942761,0.945108,0.942761,0.942691
svc-gridsearch,3.088225,0.973064,0.973608,0.973064,0.973213
gnb,0.009303,0.090909,0.008264,0.090909,0.015152
