version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
86a78a5d8b5170308e5e170d5e62a192734f29ec,0.203175,0.400580,0.398501,4.925866,1.826213
3d93ce82cf17670c9f330da57cb7149c51b14210,0.035652,0.400580,0.398501,4.925866,1.826213
f1d981be853653048446a615515b13cbcb7c541a,0.003672,0.400580,0.398501,4.925866,1.826213
5d1d437ba88f851fc2f2a31d3e51f6ce29b6ae03,0.031074,0.400580,0.398501,4.925866,1.826213
755ba4f00ec8acca06ac682de760941da6940f48,0.036214,0.400580,0.398501,4.925866,1.826213
1ccb8ebea75b89fcf059e4dc1ecb73a324426ac4,0.019625,0.400580,0.398501,4.925866,1.826213
bc563c22d696bc10418fcd7d529261d090e31f36,0.006086,0.400580,0.398501,4.925866,1.826213
7bf8a6bb341e59e6ddc69b0cfdeda1baa55be3a1,0.050609,0.400580,0.398501,4.925866,1.826213
c55c1f4ba9338f2171b264b88e6e29a2aa0ef086,0.021923,0.400580,0.398501,4.925866,1.826213
3f4664da08c24280f692894d740a9f5db013bae2,0.016873,0.400580,0.398501,4.925866,1.826213
8878774365371ea912e5abea1a5dd7b8bd284146,0.025581,0.400580,0.398501,4.925866,1.826213
4964ae7a7edf7ee60af9cf095aeda4358ba8f410,0.036016,0.400580,0.398501,4.925866,1.826213
d3b4e4fde4ce58d9ee16307f0c8a69a69b1920da,0.016014,0.400580,0.398501,4.925866,1.826213
b9087e5c8a1a76d2ce0076ef8c420835d7b39f20,0.029416,0.400580,0.398501,4.925866,1.826213
97f0c3a6c41caa7e05eb91a402bce1ce1fb30602,0.040460,0.400580,0.398501,4.925866,1.826213
8a2c1662b740a428809ce52f9101887070d3f20c,0.055515,0.400580,0.398501,4.925866,1.826213
fd425f6978e4f9943338988c230c5cb9204260d2,0.170353,0.400580,0.398501,4.925866,1.826213
4e78abdebaf84a5ae6bc04431af28799892ef0a2,0.013120,0.400580,0.398501,4.925866,1.826213
f6c39694738ce3dce0be54d3e2956991d30a9a3e,0.027614,0.400580,0.398501,4.925866,1.826213
efd6b06c7d696f7b043eca3b7ef82660babc81e2,0.031513,0.400580,0.398501,4.925866,1.826213
87c8664d1a3b350ab91694f87caaf631e33a6944,0.029477,0.400580,0.398501,4.925866,1.826213
b1b2cc1fb11e82105dda68628b438f248170ffc5,0.020670,0.400580,0.398501,4.925866,1.826213
74ed8f4371d7f3f25488ddf7748890eba2d125f1,0.059402,0.400580,0.398501,4.925866,1.826213
8782723e3a257dbb1e08e4933b2b2d69cf5444e8,0.033098,0.400580,0.398501,4.925866,1.826213
ea59b840757b5849fefc2bb6f1da48dc9b712b67,0.142344,0.400580,0.398501,4.925866,1.826213
185358343a7aee959c545410a5e631c9c13a33c9,0.068890,0.400580,0.398501,4.925866,1.826213
0b41a2d7a99a34360e0cf4dfddb35595e566ae28,0.037634,0.400580,0.398501,4.925866,1.826213
a1c29c92d4063b3e8682d3d8ac9c6d8271289667,0.071641,0.400580,0.398501,4.925866,1.826213
52555de4e042adabcce412baccd3fc8aa27402a2,0.032352,0.400580,0.398501,4.925866,1.826213
dd4613adaea2953e2174c9b125543d86502261f4,0.016435,0.400580,0.398501,4.925866,1.826213
afc4a031aa977dd5f5134d72b3f8a524bf00693a,0.016108,0.400580,0.398501,4.925866,1.826213
70316d3f81ebe2d2b3b32c4bce5dc98bc1e44c6d,0.024288,0.400580,0.398501,4.925866,1.826213
4a76a34de552314db1ca9431dd7e48a1394e476d,0.028445,0.400580,0.398501,4.925866,1.826213
0f4b1f0b64b1cb5102e51f214138c167553e074c,0.036345,0.400580,0.398501,4.925866,1.826213
c49789b8282aa0be5d292de42a5c1db24c9e2849,0.066862,0.400580,0.398501,4.925866,1.826213
ae49d5bdce78c2a93d17cc5c5d5e61c09e857900,0.029851,0.400580,0.398501,4.925866,1.826213
365dadda52a42c1d29538e06f5e3dfe698d11e18,0.039758,0.400580,0.398501,4.925866,1.826213
0610e2bb4d3132903c0be2a95d5418360e59999d,0.027390,0.400580,0.398501,4.925866,1.826213
1cff3d388247717284e40e3f9be389b85acda524,0.022829,0.400580,0.398501,4.925866,1.826213
bf68b538e8fe251303fc0f7469aad6e8bf56a1d0,0.011595,0.400580,0.398501,4.925866,1.826213
f202342acfbad3bac360800cdb409c0bd5905774,0.007605,0.400580,0.398501,4.925866,1.826213
ed8ebeea07daeedce809893fd509efc7debce1a8,0.003795,0.400580,0.398501,4.925866,1.826213
8dfe631489c0dce50d0ce405bfdf0ed1d3adf7a8,0.053872,0.400580,0.398501,4.925866,1.826213
6fad3d54d8c7ffd4ba328ab2241a146710317d3a,0.020849,0.400580,0.398501,4.925866,1.826213
bc9ad28741cab0cf38748041290926c2c17b7130,0.008682,0.400580,0.398501,4.925866,1.826213
543bc78aec0694059db5cddb61278d12a5392299,0.037282,0.400580,0.398501,4.925866,1.826213
0f3d93f7e62730d8c61aa7e1a5f6bb184743f8e3,0.042449,0.400580,0.398501,4.925866,1.826213
a5b8a84c2f39a24f6b64e94a418f5e06e6662614,0.026333,0.400580,0.398501,4.925866,1.826213
c41fe29b5baa5aa56d0afae0178548955444e810,0.013126,0.400580,0.398501,4.925866,1.826213
d6b91383797f4cc731f598712a72bd68ec7d3b88,0.020789,0.400580,0.398501,4.925866,1.826213
ab882dfaead8f90677ad56806b690355c6405e0d,0.022996,0.400580,0.398501,4.925866,1.826213
bcecd31e6f766f5e83c7204bd80d1aabb35197e8,0.044098,0.400580,0.398501,4.925866,1.826213
1aea8d2cf34163cc9197f82e6d76784e0761eafe,0.032820,0.400580,0.398501,4.925866,1.826213
1ac53fc93777df4e6f34654e749d6d25d4623f70,0.013023,0.400580,0.398501,4.925866,1.826213
fb69f69673ba50e601ceeff03f131b93fd29c938,0.043051,0.400580,0.398501,4.925866,1.826213
92815c17a38357b6d89de502f4a57b8a51a74f5f,0.083417,0.400580,0.398501,4.925866,1.826213
