init,time,accuracy,precision,recall,fscore
svc,0.388988,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.890720,0.077441,0.005997,0.077441,0.011132
nu_svc,1.461601,0.932660,0.935737,0.932660,0.932959
lin_svc,0.412864,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.405664,0.942761,0.945108,0.942761,0.942691
knn-auto,0.139550,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.232360,0.969697,0.971286,0.969697,0.969738
knn-brute,0.242881,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.131288,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.879931,0.973064,0.974624,0.973064,0.973176
logreg,0.383011,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.024112,0.934343,0.936444,0.934343,0.934802
