init,time,accuracy,precision,recall,fscore
svc,0.397873,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.605231,0.077441,0.005997,0.077441,0.011132
nu_svc,1.121143,0.932660,0.935737,0.932660,0.932959
lin_svc,0.335363,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.336146,0.942761,0.945108,0.942761,0.942691
knn-auto,0.254881,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.208964,0.969697,0.971286,0.969697,0.969738
knn-brute,0.196409,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.178809,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,2.752434,0.973064,0.974624,0.973064,0.973176
logreg,0.356396,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.038069,0.934343,0.936444,0.934343,0.934802
