version,time,inertia,homo,compl,v-meas,ARI,silhouette
4c6ad90d2a91d439a46bc7e50828d396f10a7c8c,0.584097,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
6b16e9de61f4487bba84572028a5e5f8dfc28175,0.980167,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
3ddeb0e0e6eec5a55f14f5610493f4dec3583713,0.623218,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
2a830f6b087c183ef67761ab9ef87812ea2b624c,0.560494,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
b9d8fd56a2c3c5a065c76a625716890854dd90ae,1.117776,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
d7475414db9eda7a855268008fc386fa234f1d65,2.959382,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
dd2fdbb18cb1ebe8acadfb3c47bf7d0564a2ad5a,3.683836,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
c296e4961e9621e9225bf053f770e1247628d52f,3.976401,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
e5fb9dd5a4399873b99ee78b43457b93e6c48c64,2.605565,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
9ffd954ea619618df86581d9a9ca2a58ed747da0,3.416764,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
6aefa534e5ba0fa717c2366ce79162ebff0ea6ae,2.421010,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
29e8377e1951fd79956e566011d8fd2cb3712f3f,2.994561,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
5a2eb018af4c098d56a4d6b76d60a5175f16993a,3.733174,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
4ff47d9eface2aab6772d0c8269a02d88d35fd4d,3.076893,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
4ff47d9eface2aab6772d0c8269a02d88d35fd4d,2.966018,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
e5957928d3536dfb4b2771af433854e91594d9fb,3.442291,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
e5957928d3536dfb4b2771af433854e91594d9fb,3.193211,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
f7ca553d007ede31e58b0fd9e332eab8e6cfbd05,1.785793,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
50c0a8d53185cd8108cd083492fb8fd9e780263e,3.500382,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
c41e640dccadbbba833efdd1d7eb0044822dfbae,3.409174,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
ef919992f624f9df649fffc10719660c4ff6a706,3.594954,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
df59b31dc1536cd367e67873c04b4a0ba822494c,3.940759,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
4d7256385f8141b8edeca2cbacf51574e8e1bc00,4.089313,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
28cd9c8e0f0ad84769b48048f8cf59c6563d1031,3.512460,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
