version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
6306c188f824279c50dc6f86f6361374be8276ea,0.014113,0.186152,0.184462,6.678706,2.235132
9c3e66e8d1867ceea068357b1f122af161732276,0.026939,0.186152,0.184462,6.678706,2.235132
40001241aa6baee644f75e354cbc56f10bcd2ae3,0.023777,0.186152,0.184462,6.678706,2.235132
72174a712557ebddadbd5066208eeb35824411cf,0.097348,0.186152,0.184462,6.678706,2.235132
f9c5458e8557a612ae608d6db837402fceb81241,0.011823,0.186152,0.184462,6.678706,2.235132
404f24cb7ae1f2cea797aa4f1402cabff0b612a7,0.015744,0.186152,0.184462,6.678706,2.235132
84ea07dfab90eee2cbe2084519123d31e32babca,0.015728,0.186152,0.184462,6.678706,2.235132
c467d54224bab39fd0be8320805b368828042b0a,0.035019,0.186152,0.184462,6.678706,2.235132
570b4a312a7962e2d92148a8e90be618a6d881ae,0.024330,0.186152,0.184462,6.678706,2.235132
ebc7a6c3327c6f02818ba168ab091489872570aa,0.012188,0.186152,0.184462,6.678706,2.235132
e3da7a499099f1a15cb77d447c4564155568dd82,0.020909,0.186152,0.184462,6.678706,2.235132
eba34defc3192acceb2bf56a43ffcb5c2c1d955b,0.030558,0.186152,0.184462,6.678706,2.235132
42b1510d30de3716d3fa81059fcb21a8a1d76bb4,0.039803,0.186152,0.184462,6.678706,2.235132
b064bb9fd071c714e563d7eea225ecceca2713be,0.037732,0.186152,0.184462,6.678706,2.235132
3ea18da2db705865a0949ee97044a6cdc6cac623,0.021227,0.186152,0.184462,6.678706,2.235132
bc5deea740c1471851f9f6d59d2a2804a1508a2d,0.021888,0.186152,0.184462,6.678706,2.235132
f548b996725c2069e1e28350658d0ce74e407c27,0.026603,0.186152,0.184462,6.678706,2.235132
5b3cb5ce746e547cb82dfed4e5a5a4ffb79bf09a,0.008497,0.186152,0.184462,6.678706,2.235132
835af056243c1529f5b7ee44f39c3cd8ee2cf36c,0.022462,0.186152,0.184462,6.678706,2.235132
249ea7bd0df19fca7e6a2d9863d02b1670fe77f5,0.025242,0.186152,0.184462,6.678706,2.235132
de3991a5b5a931ce09d6e9017fc90e202e20e6c9,0.036314,0.186152,0.184462,6.678706,2.235132
44df9a2126210711028ee950b2635396fec90cdf,0.019196,0.186152,0.184462,6.678706,2.235132
d14f7b715eaf71c622549a3bffde51f5dac09408,0.017315,0.186152,0.184462,6.678706,2.235132
5a79a4ce63607b66d0ca532d480b0e9bb665a7e1,0.019384,0.186152,0.184462,6.678706,2.235132
0f0a5aa5688678c4adfdb696c0b6821d4404b6b0,0.039298,0.186152,0.184462,6.678706,2.235132
88acd3c283f605b662d1598cc7d42de2db7f57a8,0.021015,0.186152,0.184462,6.678706,2.235132
50a42f0144674832dcba7ae0867be3e2056f269f,0.028049,0.186152,0.184462,6.678706,2.235132
1caa9e77934e2ef5ad88c92583ce7e78d8c13d7f,0.090754,0.186152,0.184462,6.678706,2.235132
1c75bd88fff7c7650d27828c836d7de3bde37f35,0.118222,0.186152,0.184462,6.678706,2.235132
0f21fce652e133f837628112ee58f9360d7d795b,0.012285,0.186152,0.184462,6.678706,2.235132
68d77d41cc5193c5dc5685b8ad8cb98377467730,0.029887,0.186152,0.184462,6.678706,2.235132
17ecf4ebb82c202e3b918e4803f7a3e6eece3555,0.023471,0.186152,0.184462,6.678706,2.235132
94194512241079320e051050766f7baf5ea83b54,0.021223,0.186152,0.184462,6.678706,2.235132
be82adc2ebe0f0f2a5d99e475d3358e2e963e976,0.041733,0.186152,0.184462,6.678706,2.235132
