version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
6306c188f824279c50dc6f86f6361374be8276ea,0.202507,0.400580,0.398501,4.925866,1.826213
9c3e66e8d1867ceea068357b1f122af161732276,0.059942,0.400580,0.398501,4.925866,1.826213
40001241aa6baee644f75e354cbc56f10bcd2ae3,0.052165,0.400580,0.398501,4.925866,1.826213
72174a712557ebddadbd5066208eeb35824411cf,0.055642,0.400580,0.398501,4.925866,1.826213
f9c5458e8557a612ae608d6db837402fceb81241,0.048692,0.400580,0.398501,4.925866,1.826213
404f24cb7ae1f2cea797aa4f1402cabff0b612a7,0.051228,0.400580,0.398501,4.925866,1.826213
84ea07dfab90eee2cbe2084519123d31e32babca,0.042560,0.400580,0.398501,4.925866,1.826213
c467d54224bab39fd0be8320805b368828042b0a,0.024445,0.400580,0.398501,4.925866,1.826213
570b4a312a7962e2d92148a8e90be618a6d881ae,0.054185,0.400580,0.398501,4.925866,1.826213
ebc7a6c3327c6f02818ba168ab091489872570aa,0.039796,0.400580,0.398501,4.925866,1.826213
e3da7a499099f1a15cb77d447c4564155568dd82,0.016854,0.400580,0.398501,4.925866,1.826213
eba34defc3192acceb2bf56a43ffcb5c2c1d955b,0.078472,0.400580,0.398501,4.925866,1.826213
42b1510d30de3716d3fa81059fcb21a8a1d76bb4,0.031382,0.400580,0.398501,4.925866,1.826213
b064bb9fd071c714e563d7eea225ecceca2713be,0.047988,0.400580,0.398501,4.925866,1.826213
3ea18da2db705865a0949ee97044a6cdc6cac623,0.049477,0.400580,0.398501,4.925866,1.826213
bc5deea740c1471851f9f6d59d2a2804a1508a2d,0.024801,0.400580,0.398501,4.925866,1.826213
f548b996725c2069e1e28350658d0ce74e407c27,0.055506,0.400580,0.398501,4.925866,1.826213
5b3cb5ce746e547cb82dfed4e5a5a4ffb79bf09a,0.018605,0.400580,0.398501,4.925866,1.826213
835af056243c1529f5b7ee44f39c3cd8ee2cf36c,0.032093,0.400580,0.398501,4.925866,1.826213
249ea7bd0df19fca7e6a2d9863d02b1670fe77f5,0.035132,0.400580,0.398501,4.925866,1.826213
de3991a5b5a931ce09d6e9017fc90e202e20e6c9,0.037020,0.400580,0.398501,4.925866,1.826213
44df9a2126210711028ee950b2635396fec90cdf,0.017739,0.400580,0.398501,4.925866,1.826213
d14f7b715eaf71c622549a3bffde51f5dac09408,0.018649,0.400580,0.398501,4.925866,1.826213
5a79a4ce63607b66d0ca532d480b0e9bb665a7e1,0.020862,0.400580,0.398501,4.925866,1.826213
0f0a5aa5688678c4adfdb696c0b6821d4404b6b0,0.049385,0.400580,0.398501,4.925866,1.826213
88acd3c283f605b662d1598cc7d42de2db7f57a8,0.032454,0.400580,0.398501,4.925866,1.826213
50a42f0144674832dcba7ae0867be3e2056f269f,0.086349,0.400580,0.398501,4.925866,1.826213
1caa9e77934e2ef5ad88c92583ce7e78d8c13d7f,0.075843,0.400580,0.398501,4.925866,1.826213
1c75bd88fff7c7650d27828c836d7de3bde37f35,0.060685,0.400580,0.398501,4.925866,1.826213
