init,time,accuracy,precision,recall,fscore
svc,0.396839,0.974747,0.975153,0.974747,0.974804
rbf_svc,0.977041,0.944444,0.962166,0.944444,0.948446
nu_svc,1.442316,0.932660,0.935737,0.932660,0.932959
lin_svc,0.406933,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.416264,0.942761,0.945108,0.942761,0.942691
knn-auto,0.181229,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.176022,0.969697,0.971286,0.969697,0.969738
knn-brute,0.247107,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.532474,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.942330,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.115976,0.851852,0.855789,0.851852,0.852395
gaussiannb,0.109373,0.090909,0.008264,0.090909,0.015152
multinomianb,0.022090,0.090909,0.008264,0.090909,0.015152
logreg,0.404890,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.140634,0.934343,0.936444,0.934343,0.934802
