init,time,accuracy,precision,recall,fscore
svc,0.403424,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.978901,0.077441,0.005997,0.077441,0.011132
nu_svc,1.534955,0.932660,0.935737,0.932660,0.932959
lin_svc,0.408944,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.406831,0.942761,0.945108,0.942761,0.942691
knn-auto,0.260514,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.169014,0.969697,0.971286,0.969697,0.969738
knn-brute,0.278463,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.292120,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.714780,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.098155,0.851852,0.855789,0.851852,0.852395
gaussiannb,0.040249,0.090909,0.008264,0.090909,0.015152
multinomianb,0.012792,0.090909,0.008264,0.090909,0.015152
logreg,0.396691,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.018234,0.934343,0.936444,0.934343,0.934802
