version,time,inertia,homo,compl,v-meas,ARI,silhouette
c73c9a1c8b1e079a53df0f756ecff77af5b74aac,2.405593,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
b289d37e6472b78b7727f9417785cc56bf5d8938,2.453108,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
ec7cad314b820e093d6a4f520fa061447f2aaae2,2.601052,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
e33b3b8593344813d0675291d9d07a33cfde0b77,3.241945,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
ec05d9866f6fe1e9542373ddd07bd8e3d04295f4,3.327881,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
1fe371ea40ea3c4bd77b584fcd243c215f5222ee,2.343779,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
75a586642380d645733a2354749dbea1aeb32423,2.548593,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
bd0f2d5619d391c17500498ba70d51c4de78ccc4,3.300124,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
bd0f2d5619d391c17500498ba70d51c4de78ccc4,3.730743,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
178d0b6efdb0e357859070e3b7889ca008e14437,1.722080,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
178d0b6efdb0e357859070e3b7889ca008e14437,3.472331,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
48e8cd6c71a3f9f14697657c00d6fa360368082e,1.818369,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
cddf9a49f56dbdf98c5d379430e33681720a5427,0.934955,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
76ef30b054d675b8d1398c6486cb15e64a9f604d,2.498571,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
f5d9b5ba06f1bfec0e2955713dd273655c177afe,3.183543,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
3acda366d86a119edfcebe623da18d59948adb17,3.207226,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
5b55f57f25bdc5fc83561357c736858c53b29e46,5.462956,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
4f98ce2ec83b1d32ff0ee46b39c0eeb79af313d5,2.858710,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
96895ebd39974dbc106aab70153a3377e3bc6c92,1.234441,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
ab1a784f0b63c422b42e415358751ba67f2a51d1,2.990770,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
4ecc59f1403265597aeb286a950978f23f2c1aeb,2.544320,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
