init,time,accuracy,precision,recall,fscore
svc,0.471155,0.974747,0.975153,0.974747,0.974804
rbf_svc,0.961897,0.944444,0.962166,0.944444,0.948446
nu_svc,1.302758,0.932660,0.935737,0.932660,0.932959
lin_svc,0.406543,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.414779,0.942761,0.945108,0.942761,0.942691
knn-auto,0.193616,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.155330,0.969697,0.971286,0.969697,0.969738
knn-brute,0.237894,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.174882,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,4.020179,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.053044,0.851852,0.855789,0.851852,0.852395
gaussiannb,0.088316,0.090909,0.008264,0.090909,0.015152
multinomianb,0.006628,0.090909,0.008264,0.090909,0.015152
logreg,0.440427,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.089729,0.934343,0.936444,0.934343,0.934802
