init,time,accuracy,precision,recall,fscore
svc,0.373364,0.974747,0.975153,0.974747,0.974804
rbf_svc,0.850024,0.944444,0.962166,0.944444,0.948446
nu_svc,1.533074,0.932660,0.935737,0.932660,0.932959
lin_svc,0.411062,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.409640,0.942761,0.945108,0.942761,0.942691
knn-auto,0.169431,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.174686,0.969697,0.971286,0.969697,0.969738
knn-brute,0.124238,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.995848,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.046853,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.015147,0.851852,0.855789,0.851852,0.852395
gaussiannb,0.009836,0.090909,0.008264,0.090909,0.015152
multinomianb,0.002968,0.090909,0.008264,0.090909,0.015152
logreg,0.338514,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.011849,0.934343,0.936444,0.934343,0.934802
