version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
1c7168d3982af969400c59acc44b97b536320137,0.007076,0.503089,0.503033,4.069824,1.569357
5a58e56826fc0662ef6dad0f3c52451121ecc39e,0.014502,0.503089,0.503033,4.069824,1.569357
5d3bb933e047eccfa81543501dd9d7f9923dc6f2,0.012438,0.503089,0.503033,4.069824,1.569357
3fbd3b9ade93ddc049c9ffc0394b2ed4acb4bac5,0.020373,0.503089,0.503033,4.069824,1.569357
861ac1371355101917781a001a59f2b7625839d2,0.016094,0.503089,0.503033,4.069824,1.569357
744d161d371b24f6bfab83f6913f9ab14a1ee7ca,0.014758,0.503089,0.503033,4.069824,1.569357
7fe71c18ab3d542a396c9fb33a6ced81b3cc0ca9,0.071434,0.503089,0.503033,4.069824,1.569357
bde22705b5d1efff20a6de44718c65aeedad8ac3,0.034215,0.503089,0.503033,4.069824,1.569357
3891af8d99b290894861b61b0d985faa03053174,0.020538,0.503089,0.503033,4.069824,1.569357
3c8210f752f256e098f4017955a1e2232f425618,0.009580,0.503089,0.503033,4.069824,1.569357
ee071e00b2f66022d11f5d78640ff9bd8ec97c2d,0.034317,0.503089,0.503033,4.069824,1.569357
cb4c935834ad16672de37373eca08751a4bb9630,0.005724,0.503089,0.503033,4.069824,1.569357
b52bae49b1c74d9c4f09a21963c63e980c356fb3,0.010175,0.503089,0.503033,4.069824,1.569357
b52bae49b1c74d9c4f09a21963c63e980c356fb3,0.021167,0.503089,0.503033,4.069824,1.569357
587315e3a9a750e45d4ea17becaa97ef2a3bdb6c,0.078706,0.503089,0.503033,4.069824,1.569357
587315e3a9a750e45d4ea17becaa97ef2a3bdb6c,0.012210,0.503089,0.503033,4.069824,1.569357
f7254854279c008b68689d93cc38791ecc8e4b30,0.016896,0.503089,0.503033,4.069824,1.569357
1f48814799a52be31c54399be0c9a9c31c7632b2,0.006637,0.503089,0.503033,4.069824,1.569357
3c988d5d1c039343e5a2a1d419b88c62b638b66f,0.028846,0.503089,0.503033,4.069824,1.569357
290e0ea6f29fd23fc4f58beff9735c9f9101f88a,0.036995,0.503089,0.503033,4.069824,1.569357
7ad90f5a3385d6ee2eafc5bb58684d836a2b87bb,0.120317,0.503089,0.503033,4.069824,1.569357
d439dc4d9e8267dbcf640cbe4be94e818586deed,0.013855,0.503089,0.503033,4.069824,1.569357
c45075123a9a35a8e68abe22f0fed21d6f0630db,0.015448,0.503089,0.503033,4.069824,1.569357
4d0ba3ca586b299c8b83a8112ac849270780db1f,0.045726,0.503089,0.503033,4.069824,1.569357
ec8fbefcb9bdc1abe8130ffa2fb5936836024e23,0.047911,0.503089,0.503033,4.069824,1.569357
c9888a6f8d226123c03da4f934b4a1b9b8c132cf,0.037154,0.503089,0.503033,4.069824,1.569357
7d4755e31755280fa62639d7f603b8a97731174f,0.026286,0.503089,0.503033,4.069824,1.569357
405c71780f6d22c02189e0672ba8c306a166b4b6,0.015896,0.503089,0.503033,4.069824,1.569357
