init,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
sgd_regressor,0.014505,0.501584,0.501579,4.081728,1.563380
elasticnet,0.042387,0.186152,0.184462,6.678706,2.235132
omp,0.024533,0.400580,0.398501,4.925866,1.826213
init,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
sgd_regressor,0.015618,0.501584,0.501579,4.081728,1.563380
elasticnet,0.044230,0.186152,0.184462,6.678706,2.235132
omp,0.034392,0.400580,0.398501,4.925866,1.826213
