version,time,inertia,homo,compl,v-meas,ARI,silhouette
1c7168d3982af969400c59acc44b97b536320137,0.931969,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
5a58e56826fc0662ef6dad0f3c52451121ecc39e,0.899292,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
5d3bb933e047eccfa81543501dd9d7f9923dc6f2,0.669425,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
3fbd3b9ade93ddc049c9ffc0394b2ed4acb4bac5,0.697377,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
861ac1371355101917781a001a59f2b7625839d2,2.213344,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
744d161d371b24f6bfab83f6913f9ab14a1ee7ca,3.643674,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
7fe71c18ab3d542a396c9fb33a6ced81b3cc0ca9,2.468600,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
bde22705b5d1efff20a6de44718c65aeedad8ac3,3.052808,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
3891af8d99b290894861b61b0d985faa03053174,2.884308,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
3c8210f752f256e098f4017955a1e2232f425618,1.937407,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
ee071e00b2f66022d11f5d78640ff9bd8ec97c2d,1.701044,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
cb4c935834ad16672de37373eca08751a4bb9630,3.494205,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
b52bae49b1c74d9c4f09a21963c63e980c356fb3,3.099794,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
b52bae49b1c74d9c4f09a21963c63e980c356fb3,1.758751,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
587315e3a9a750e45d4ea17becaa97ef2a3bdb6c,2.599668,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
587315e3a9a750e45d4ea17becaa97ef2a3bdb6c,1.495331,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
