init,time,accuracy,precision,recall,fscore
svc,0.274519,0.974747,0.975153,0.974747,0.974804
rbf_svc,0.968850,0.944444,0.962166,0.944444,0.948446
nu_svc,1.513099,0.932660,0.935737,0.932660,0.932959
lin_svc,0.538037,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.532546,0.942761,0.945108,0.942761,0.942691
knn-auto,0.230700,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.163214,0.969697,0.971286,0.969697,0.969738
knn-brute,0.236079,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.236814,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.622420,0.974747,0.975109,0.974747,0.974843
bernoullinb,0.054419,0.865320,0.869565,0.865320,0.866152
gaussiannb,0.071918,0.794613,0.841574,0.794613,0.797305
randfc,0.040294,0.934343,0.936773,0.934343,0.934173
dt_classification,0.022835,0.831650,0.834420,0.831650,0.832124
logreg,0.386371,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.019675,0.924242,0.927668,0.924242,0.925284
passiveac,0.023719,0.924242,0.927668,0.924242,0.925284
