version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
76a95a3a61292fb81d1a66e1ba5ce9868ba7966a,0.020170,0.186152,0.184461,6.678711,2.235133
3cfe32c39886fd0465245d3e8268c70333e4e480,0.003544,0.186152,0.184461,6.678711,2.235133
40f7ba34bd2c34692130716544e6a8a4e461ad94,0.109241,0.186152,0.184461,6.678711,2.235133
61eb1edd15bb8e2bac34a6702810842dfe42de60,0.031754,0.186152,0.184461,6.678711,2.235133
170af3f74910c72e89982c4b80531c6392e860de,0.097864,0.186152,0.184461,6.678711,2.235133
21175e3629cc0c894efa10e729ae79597f4c206e,0.062406,0.186152,0.184461,6.678711,2.235133
ea513788112c76241a7ed500db9940b53792f035,0.168941,0.186152,0.184461,6.678711,2.235133
09940a99a6a94207c251c00f38b5d183aab5358e,0.006647,0.186152,0.184461,6.678711,2.235133
cbb435559d93e55513bd52dffdbc89a8bc0519f7,0.016509,0.186152,0.184461,6.678711,2.235133
4820ae7adc6c3b4c1cb87884ac63a8190c26d090,0.041672,0.186152,0.184461,6.678711,2.235133
c953f1c99b3df293d8810eaaacc272e04773ea40,0.060048,0.186152,0.184461,6.678711,2.235133
d086bb24c844bc77e2e47d01edc869e97981508e,0.024840,0.186152,0.184461,6.678711,2.235133
317df23fd802fe9640dd35aeba897a834526a2dc,0.051076,0.186152,0.184461,6.678711,2.235133
5f86e570d8c7d51154d24828cac8f3a79ac68fab,0.114480,0.186152,0.184461,6.678711,2.235133
8d8e02076d8f06b239eccaadf3fbd4cba00e866a,0.039388,0.186152,0.184461,6.678711,2.235133
9b3abd2ee0c1112e454676417af395229f1fe5aa,0.027036,0.186152,0.184461,6.678711,2.235133
4463a831b3d02a1bfb91a26f2d225a5fa8c42e4e,0.102372,0.186152,0.184461,6.678711,2.235133
06fffc7234af042d79878a65ceee8288cb5f6386,0.103968,0.186152,0.184461,6.678711,2.235133
40379010cb75daa4294eaac27fa627eb47296656,0.096244,0.186152,0.184461,6.678711,2.235133
a3bc7eafcfac13f8037a1453762c59eeef75b094,0.005030,0.186152,0.184461,6.678711,2.235133
a2a2209ebf6551d61bedb7495d137cd3c847ebbb,0.047142,0.186152,0.184461,6.678711,2.235133
31524830274af245c412be650c371a7878427f04,0.069159,0.186152,0.184461,6.678711,2.235133
a8e76cc1338b83ec64395b310546372ef15a3012,0.184397,0.186152,0.184461,6.678711,2.235133
3e63ed554970edb317e210d08b60f276cbdfcea2,0.058586,0.186152,0.184461,6.678711,2.235133
a084f38160618cfb8009e6b25eeb8d566e66dbcc,0.009899,0.186152,0.184461,6.678711,2.235133
4b00058df09225a53929c081c74256d9660eb3b4,0.021458,0.186152,0.184461,6.678711,2.235133
1721c048e47422487a5445ff16270d0e067276ee,0.011453,0.186152,0.184461,6.678711,2.235133
0c7a5c3a3838bff5aa86ae7e0f34651d1e52586b,0.038831,0.186152,0.184461,6.678711,2.235133
1f710cf17f4c9132e633edfaa271fff3ce938cca,0.004053,0.186152,0.184461,6.678711,2.235133
36eb56d65766a61a1ee3076436af117cf1773a3b,0.099182,0.186152,0.184461,6.678711,2.235133
0bb99fb92dbb01f581898871e1a9a8cd2e888fad,0.014779,0.186152,0.184461,6.678711,2.235133
d9caa908b81986500b7559251139c1a3dd8b869d,0.139644,0.186152,0.184461,6.678711,2.235133
69c7ed532368cc9dfcd96f14e807ed64a58045f2,0.003504,0.186152,0.184461,6.678711,2.235133
827731e4503d6e1b0dca0ccc7396154fb49370bb,0.006625,0.186152,0.184461,6.678711,2.235133
15ea0416410d30e7388379bfa6dde7968aa3aeb5,0.102335,0.186152,0.184461,6.678711,2.235133
1dab34167e10bda286e2c10a5725e08b810496a6,0.056206,0.186152,0.184461,6.678711,2.235133
642dc8faa0c2338c89116efad048eb2c59e4959d,0.075636,0.186152,0.184461,6.678711,2.235133
6c4ecf3fb86d15810ed3a7c93ae91bde8119d346,0.111076,0.186152,0.184461,6.678711,2.235133
b4e11f3ebe1237e855ceafa15ccfaf531a17a3b7,0.003773,0.186152,0.184461,6.678711,2.235133
c07f9574c902b68744434d7b43f7394e0801d64e,0.054197,0.186152,0.184461,6.678711,2.235133
898ab690efa5e13f7dc76743cfd8edd28e94ee8c,0.084013,0.186152,0.184461,6.678711,2.235133
5ea578a19c177e7b6ccb4d4193bf33342fe261b6,0.048512,0.186152,0.184461,6.678711,2.235133
1f9f96577927c59fd8ae0f5ae57795e9117f0a79,0.103548,0.186152,0.184461,6.678711,2.235133
e76eec53b2d423229a61a8c33908ed8081e96a17,0.142605,0.186152,0.184461,6.678711,2.235133
7c53b1ec87f20b081235934bca872d0d5cf34de2,0.123145,0.186152,0.184461,6.678711,2.235133
bbb60337c26403b946fb41ca3ecd804ccd916855,0.083569,0.186152,0.184461,6.678711,2.235133
adc953323cbb41b90f3aa695ca5d6bc676f9bc26,0.058870,0.186152,0.184461,6.678711,2.235133
123c0f8c11fe273295b5f304c094e96a986c6f0e,0.042410,0.186152,0.184461,6.678711,2.235133
5b806ea408c975965be2cbe7cbbcdea2a660486a,0.084594,0.186152,0.184461,6.678711,2.235133
5c7ea3641181405599a12620cb9248512419aad6,0.105572,0.186152,0.184461,6.678711,2.235133
f0a054b5ecc788d949248e6feac93bc9f9507200,0.075145,0.186152,0.184461,6.678711,2.235133
dd6103e8ef032a30e3435d23bcc6b6fc979b333e,0.032913,0.186152,0.184461,6.678711,2.235133
a7a64316278775cf00536abea03e90678d7068fe,0.081127,0.186152,0.184461,6.678711,2.235133
7e65409bf2aca3d65eca3962f2471e7f38c32fce,0.060724,0.186152,0.184461,6.678711,2.235133
323a4235539c96fa7cdee3c0580ee52f5f989e6c,0.089833,0.186152,0.184461,6.678711,2.235133
1bb6e272df3bc7cae9db453f30546ec8c4061199,0.118761,0.186152,0.184461,6.678711,2.235133
05adf81e7c4c241ef4529890761ca0312d50e393,0.078792,0.186152,0.184461,6.678711,2.235133
3594e47e79c2a4ec77305411a50b8e6e9fbbde78,0.020843,0.186152,0.184461,6.678711,2.235133
15bee0f5820d5fc5d00e0c030c84736bfdc97779,0.061048,0.186152,0.184461,6.678711,2.235133
5c9df2cefc714bfcf6a665a30d0ca676e1d1520b,0.017426,0.186152,0.184461,6.678711,2.235133
749b13e83e5792331b87f60f9dfc51f9e9342d94,0.028394,0.186152,0.184461,6.678711,2.235133
3498fb542ceaafc47666a3f5293c50ee00235601,0.017149,0.186152,0.184461,6.678711,2.235133
83ea3b3496ae18fb3754b6256e5a5ed2cae7076a,0.003277,0.186152,0.184461,6.678711,2.235133
f59fcb5196295dbb7487f171efc0c4b52dc75aeb,0.081894,0.186152,0.184461,6.678711,2.235133
62a5aae7612f239d68b1d932b2b2015693fb0e20,0.026993,0.186152,0.184461,6.678711,2.235133
bef60efabc73fd26235f6b733a1fa4085707479e,0.079412,0.186152,0.184461,6.678711,2.235133
d7f731cc5c53536e1f7e9927edc2bcd5046cdcc1,0.024509,0.186152,0.184461,6.678711,2.235133
a089f38d535fda5fd3734173834eda3106728504,0.059271,0.186152,0.184461,6.678711,2.235133
3bf44af4f87add12549f37333f051eb7f73320d3,0.045780,0.186152,0.184461,6.678711,2.235133
0bf053fbeb8cb9d498027c9a2151e8c812fd7a77,0.037163,0.186152,0.184461,6.678711,2.235133
8c6ece869b3c78cbab3926c8e70f92c2b75a5b74,0.003571,0.186152,0.184461,6.678711,2.235133
80673ed07d9aba3bf9cea8253cd3bb1c20b14b66,0.033058,0.186152,0.184461,6.678711,2.235133
62bcf5b6ee76951bbee1dcfbe0e2acef72fa29c9,0.004132,0.186152,0.184461,6.678711,2.235133
16dc776cc83e57d9f3f564186a1bc4845dc0aa49,0.016593,0.186152,0.184461,6.678711,2.235133
0faf690eb23de7a6cee9ce0caf5fbe271e7dcc27,0.033221,0.186152,0.184461,6.678711,2.235133
4be3a60589ae64667ddd1f90705f415a9915e8c6,0.026129,0.186152,0.184461,6.678711,2.235133
29c927f391f886bfa29df2e7afa1b4600a7b8683,0.010512,0.186152,0.184461,6.678711,2.235133
46bd9dc02a978d9a121d9d5dd1ef7a1c0a865471,0.168382,0.186152,0.184461,6.678711,2.235133
a05107233ebb4d8ed33b2e3a656ae370edbaf8ca,0.013807,0.186152,0.184461,6.678711,2.235133
29efec12ee13a742cfa4dca0c1f63ffb2b1c24f0,0.051036,0.186152,0.184461,6.678711,2.235133
458c2b281595cf849164fa47d65e03ae1841d6c8,0.083274,0.186152,0.184461,6.678711,2.235133
a6e5739217cb2a1847dc3421fc343781a86bd5de,0.023407,0.186152,0.184461,6.678711,2.235133
b8e70e753a0712e541e7cd9a57efe602fc9b3ddd,0.026854,0.186152,0.184461,6.678711,2.235133
167eaaca4f1a28c40ac25f8b5ec98f8b79f9f8f5,0.064041,0.186152,0.184461,6.678711,2.235133
9fdbbcb54eb0b71cbeeda7b40c0ba33d22bdc2aa,0.081060,0.186152,0.184461,6.678711,2.235133
af124bdd2950cc43aab6b333714eb854b1eea813,0.037993,0.186152,0.184461,6.678711,2.235133
6ff2ee56594ef1ce52fe1235a62d9c72a2289a95,0.061368,0.186152,0.184461,6.678711,2.235133
f39f724855be3d31d19641010673d55c158fc424,0.016320,0.186152,0.184461,6.678711,2.235133
a5fce11f3da52af4492b68a92a29ca434f5979be,0.003466,0.186152,0.184461,6.678711,2.235133
340761d8dac4c9f389d1443d7c4f57129ac61567,0.077276,0.186152,0.184461,6.678711,2.235133
76ed436ba2b34f1f33d4dc389e9f2e46804206ec,0.028889,0.186152,0.184461,6.678711,2.235133
4a6e16fee57e6b9910e6b2d77be7b9fc892e1ab2,0.104346,0.186152,0.184461,6.678711,2.235133
f90d456d867dc498c7b7ccadf83fdaa89c688921,0.115158,0.186152,0.184461,6.678711,2.235133
50a98f6ff8a0ba3ce551b9dedf2ed7100d2b0793,0.016861,0.186152,0.184461,6.678711,2.235133
7d0f0c46cbb78e38549d1bbb6f903f648fd1382d,0.007017,0.186152,0.184461,6.678711,2.235133
34cbb6556d59bb340afc8d801a91bc7578a05ae0,0.026427,0.186152,0.184461,6.678711,2.235133
8b66fced88df2ea38e8972d0e4a46122551ca3cc,0.011505,0.186152,0.184461,6.678711,2.235133
0c51a34242946adf413df0d54e873af7ffbd6bd3,0.027301,0.186152,0.184461,6.678711,2.235133
30adcace9eedfbbdc736115f525ff83e7417cbfd,0.090975,0.186152,0.184461,6.678711,2.235133
c86125344411550892e3e2a7b6c257f80c67c5f6,0.105798,0.186152,0.184461,6.678711,2.235133
c5aa1556210c8691b8557a2f92b1a6860aea173c,0.035606,0.186152,0.184461,6.678711,2.235133
05386908b6b3e815176f464f44778da88e34b4d1,0.013125,0.186152,0.184461,6.678711,2.235133
e37d528dfe05976f8b54d855980b2d31946b94d7,0.156756,0.186152,0.184461,6.678711,2.235133
10116f3166d7754fadebda12c23235001447fce9,0.063307,0.186152,0.184461,6.678711,2.235133
40cbdb524e37ed3160580578486b284e691cacf9,0.018141,0.186152,0.184461,6.678711,2.235133
836e1825249ea0b703d62eb7f178975705c1ca47,0.052741,0.186152,0.184461,6.678711,2.235133
6c45c01c47db85b588a7687cee1497e670c5149e,0.004824,0.186152,0.184461,6.678711,2.235133
9a6275954ba06859cf84f1d4cced62f4b2eb8032,0.049932,0.186152,0.184461,6.678711,2.235133
8876d349a84ed76715ea52beeeec1348a485fb53,0.060432,0.186152,0.184461,6.678711,2.235133
e4227fde234e87fc9289e9bbd82d0850f26c33a2,0.045775,0.186152,0.184461,6.678711,2.235133
bcde36326ad2437ea64625dc504a5eff20266526,0.129470,0.186152,0.184461,6.678711,2.235133
4c430a4ac6759cdcf85cd74e5e37eb3221a40580,0.031019,0.186152,0.184461,6.678711,2.235133
80051f31a50ff9fb7c95d1b49e497ae1f544576c,0.017046,0.186152,0.184461,6.678711,2.235133
