init,time,accuracy,precision,recall,fscore
svc,0.338907,0.974747,0.975153,0.974747,0.974804
rbf_svc,0.838225,0.944444,0.962166,0.944444,0.948446
nu_svc,1.078171,0.932660,0.935737,0.932660,0.932959
lin_svc,0.343561,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.430560,0.942761,0.945108,0.942761,0.942691
knn-auto,0.141255,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.104004,0.969697,0.971286,0.969697,0.969738
knn-brute,0.118602,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.994683,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.126813,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.058811,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.010968,0.794613,0.841574,0.794613,0.797305
logreg,0.399956,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.018113,0.934343,0.936444,0.934343,0.934802
passiveac,0.017926,0.934343,0.936444,0.934343,0.934802
init,time,accuracy,precision,recall,fscore
svc,0.375927,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.128829,0.944444,0.962166,0.944444,0.948446
nu_svc,1.576197,0.932660,0.935737,0.932660,0.932959
lin_svc,0.420276,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.518020,0.942761,0.945108,0.942761,0.942691
knn-auto,0.270513,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.186948,0.969697,0.971286,0.969697,0.969738
knn-brute,0.248149,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,1.482585,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.523224,0.973064,0.974624,0.973064,0.973176
bernoullinb,0.018298,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.010859,0.794613,0.841574,0.794613,0.797305
logreg,0.437212,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.063687,0.934343,0.936444,0.934343,0.934802
passiveac,0.040152,0.934343,0.936444,0.934343,0.934802
