init,time,inertia,homo,compl,v-meas,ARI,silhouette
kmeans_k-means++,1.655951,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
kmeans_random,3.563749,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
init,time,inertia,homo,compl,v-meas,ARI,silhouette
kmeans_k-means++,3.069688,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
kmeans_random,3.007416,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
