init,time,accuracy,precision,recall,fscore
svc,0.399674,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.073918,0.944444,0.962166,0.944444,0.948446
nu_svc,1.473106,0.932660,0.935737,0.932660,0.932959
lin_svc,0.410248,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.477288,0.942761,0.945108,0.942761,0.942691
knn-auto,0.230991,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.164953,0.969697,0.971286,0.969697,0.969738
knn-brute,0.202408,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.221188,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.583089,0.974747,0.975109,0.974747,0.974843
bernoullinb,0.006834,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.057243,0.794613,0.841574,0.794613,0.797305
randfc,0.063131,0.944444,0.946437,0.944444,0.944593
dt_classification,0.057946,0.826599,0.832417,0.826599,0.827944
logreg,0.411933,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.031561,0.936027,0.937742,0.936027,0.936450
passiveac,0.015573,0.936027,0.937742,0.936027,0.936450
