version,time,inertia,homo,compl,v-meas,ARI,silhouette
e8d32c67fb024465bc77464c444e5752cecbb3e9,7.970168,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
88ab266dbd3dfe812d5c83b817621c10e77c159d,9.191925,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
4d2b3762e0bc8dadf052e5e138ab9d8b944f90db,9.638033,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
fccc2ec1a92b913ff4cc485c538f62965eb3c220,9.433849,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
e88a6a634f600a5ef3ae269fc0d49bcd1e1d58e8,9.392711,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
1a5f412d26b3009a09c7e79d5bca89f3ab67dabf,8.974152,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
354a31f0bf27bd1a1a59ca337dc9286dfdd00c84,9.142540,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
8606d6f010837cd9401941bb19176158fcf43899,9.332026,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
5f9c342549f252bbf517f42e18f0c6650ab5ac71,9.314300,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
dfae495ebb95928852090ec987df1b352d7935d8,9.514625,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
3e00d98d667d2b54535dad2258c0f67b1fb4923b,8.762152,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
2956f65284e46fc98fb6f79ee366005f61a6ab33,9.638254,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
65df6c365f559c37895c4c1d4f43f4ce110e7650,8.539549,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
b7a1afb3933e09eb4fe2985a4ce184d3b3c8ed7b,8.262383,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
6d3095822ca42505e587a1f74c12636e27caf8ba,9.423646,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
4a36865009ddec8ea949ed28e74f9861bed2c736,8.496282,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
89729bfdd391a6aa3e224ad6bb28feba74a4cdea,9.596163,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
ab87a5ea6cc7488e4e9198d6ee851981dd353528,9.003520,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
3cb198cbc3f11cd20ceeed4884becd140b366e33,9.424871,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
f60a956f92809cb8e3518ca47f3c6f19664ce6f7,9.612107,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
bdf4d125a297d41619de01f82f7eb68395fc8560,8.862898,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
5c99998c73ad3bb5c33274a5634f10e08878a926,8.776547,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
65eeaef4cb736413b90879d25fab39adf365bab7,9.051786,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
8e20af901d0d556226945a72ac19302e543d8aec,9.747840,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
0a914921c8d9ba256bf1ff3f4bdeafc5b4bba691,8.799308,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
18811392980bb55f8598415e15ffbd5d39c95f1c,9.326903,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
8bb9849cc2f0ab28b3700a5885cf5498e236787c,9.019433,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
ba8e5307463a19fc285ecc6322c446163c3a517c,9.338424,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
2825308806f7f7cf28446a059341fac47887c145,9.093689,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
77ef3cd0b3eca10c120037a6d0c60a1d828aa2da,9.475426,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
601ffe94ea62fa4cd436092c6e230233bc811634,9.634020,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
42564aa6a42a4a15af8df80814376395b480fa1e,9.513554,69819.895516,0.646960,0.691909,0.668680,0.531565,0.140437
