version,time,explained_variance_score,r2_score,mean_squared_error,mean_absolute_error
c73c9a1c8b1e079a53df0f756ecff77af5b74aac,0.107465,0.400580,0.398501,4.925866,1.826213
b289d37e6472b78b7727f9417785cc56bf5d8938,0.010816,0.400580,0.398501,4.925866,1.826213
ec7cad314b820e093d6a4f520fa061447f2aaae2,0.019760,0.400580,0.398501,4.925866,1.826213
e33b3b8593344813d0675291d9d07a33cfde0b77,0.027457,0.400580,0.398501,4.925866,1.826213
ec05d9866f6fe1e9542373ddd07bd8e3d04295f4,0.005444,0.400580,0.398501,4.925866,1.826213
1fe371ea40ea3c4bd77b584fcd243c215f5222ee,0.020151,0.400580,0.398501,4.925866,1.826213
de6979397ee7ba660c395fe521fc34448c2e1dd3,0.023537,0.400580,0.398501,4.925866,1.826213
75a586642380d645733a2354749dbea1aeb32423,0.019691,0.400580,0.398501,4.925866,1.826213
bd0f2d5619d391c17500498ba70d51c4de78ccc4,0.056414,0.400580,0.398501,4.925866,1.826213
bd0f2d5619d391c17500498ba70d51c4de78ccc4,0.019160,0.400580,0.398501,4.925866,1.826213
178d0b6efdb0e357859070e3b7889ca008e14437,0.012027,0.400580,0.398501,4.925866,1.826213
178d0b6efdb0e357859070e3b7889ca008e14437,0.015088,0.400580,0.398501,4.925866,1.826213
48e8cd6c71a3f9f14697657c00d6fa360368082e,0.031511,0.400580,0.398501,4.925866,1.826213
cddf9a49f56dbdf98c5d379430e33681720a5427,0.023757,0.400580,0.398501,4.925866,1.826213
76ef30b054d675b8d1398c6486cb15e64a9f604d,0.024934,0.400580,0.398501,4.925866,1.826213
f5d9b5ba06f1bfec0e2955713dd273655c177afe,0.039940,0.400580,0.398501,4.925866,1.826213
3acda366d86a119edfcebe623da18d59948adb17,0.033063,0.400580,0.398501,4.925866,1.826213
5b55f57f25bdc5fc83561357c736858c53b29e46,0.034746,0.400580,0.398501,4.925866,1.826213
4f98ce2ec83b1d32ff0ee46b39c0eeb79af313d5,0.043761,0.400580,0.398501,4.925866,1.826213
96895ebd39974dbc106aab70153a3377e3bc6c92,0.013626,0.400580,0.398501,4.925866,1.826213
ab1a784f0b63c422b42e415358751ba67f2a51d1,0.015557,0.400580,0.398501,4.925866,1.826213
4ecc59f1403265597aeb286a950978f23f2c1aeb,0.015661,0.400580,0.398501,4.925866,1.826213
5ea6b3ac954faee33a21133385005dc5b4906156,0.013183,0.400580,0.398501,4.925866,1.826213
e633f252331792ae25bb048a90ad899f79cbdca6,0.040291,0.400580,0.398501,4.925866,1.826213
e4561b22fdbefb4e9be6530a32e81680dcefe655,0.049095,0.400580,0.398501,4.925866,1.826213
108e00923bfe9e65122871fab7c6b0dd5c4996ab,0.007792,0.400580,0.398501,4.925866,1.826213
5358be563a7536a00eee73ed889a71347d8c53eb,0.021353,0.400580,0.398501,4.925866,1.826213
1775095e18141a9686fe3031698304677a91f598,0.014819,0.400580,0.398501,4.925866,1.826213
2d12952d2adf8b46f88619ac75b5cf0ad5ad767c,0.019370,0.400580,0.398501,4.925866,1.826213
d7098332475b480078ffd461618fe2e752479432,0.023889,0.400580,0.398501,4.925866,1.826213
cf8201249c37880d92719301a14d068be1c0339b,0.008339,0.400580,0.398501,4.925866,1.826213
08b290255da0a39761bd19ba6246b6fa77699d1c,0.004913,0.400580,0.398501,4.925866,1.826213
3b8dc3dc72f0752e4efc8f5acdc777876fe7420b,0.004815,0.400580,0.398501,4.925866,1.826213
e7e49a6c8673cc6e7f8c686497f78e9890903144,0.023797,0.400580,0.398501,4.925866,1.826213
4bd4e9a466aa74a410641a1258410d83656f28eb,0.015428,0.400580,0.398501,4.925866,1.826213
