init,time,accuracy,precision,recall,fscore
svc,0.393339,0.974747,0.975153,0.974747,0.974804
rbf_svc,1.090245,0.944444,0.962166,0.944444,0.948446
nu_svc,1.317147,0.932660,0.935737,0.932660,0.932959
lin_svc,0.514479,0.942761,0.945108,0.942761,0.942691
lin_svc+cs,0.502907,0.942761,0.945108,0.942761,0.942691
knn-auto,0.269934,0.969697,0.971286,0.969697,0.969738
knn-ball_tree,0.153840,0.969697,0.971286,0.969697,0.969738
knn-brute,0.240534,0.969697,0.971286,0.969697,0.969738
knn-kd_tree,0.224045,0.969697,0.971286,0.969697,0.969738
svc-gridsearch,3.286334,0.974747,0.975109,0.974747,0.974843
bernoullinb,0.005485,0.856902,0.861528,0.856902,0.857778
gaussiannb,0.009732,0.794613,0.841574,0.794613,0.797305
randfc,0.041123,0.936027,0.938840,0.936027,0.935687
dt_classification,0.026363,0.826599,0.832417,0.826599,0.827944
logreg,0.401608,0.951178,0.952191,0.951178,0.951065
sgd_classfier,0.097489,0.936027,0.937742,0.936027,0.936450
passiveac,0.094010,0.936027,0.937742,0.936027,0.936450
