init,time,inertia,homo,compl,v-meas,ARI,silhouette
kmeans_k-means++,2.272880,69416.135142,0.603401,0.651675,0.626610,0.466684,0.146488
kmeans_random,2.953224,69683.156271,0.680690,0.719774,0.699687,0.571574,0.147889
